player_id,player_name,team,team_id,league_id,games_played,games_started,min,pts,fgm,fga,fg_pct,2ptm,2pta,2pt_pct,3ptm,3pta,3pt_pct,ftm,fta,ft_pct,def,off,reb,ast,stl,to,pf,pfa,blk,blka,rate
d60aa1e6f676,ג'סמין ווין פולארד,בנות פתח תקווה,181,11,1,1,37.0,19.0,8.0,21.0,38.1,5.0,16.0,31.2,3.0,5.0,60.0,0.0,0.0,0.0,6.0,1.0,7.0,3.0,0.0,4.0,3.0,1.0,3.0,2.0,11.0
d668d9d59ad4,דור סער,מכבי אשדוד נשים,194,11,2,2,38.0,15.5,4.5,10.5,42.9,2.5,5.5,45.5,2.0,5.0,40.0,4.5,5.5,81.8,0.5,0.5,1.0,8.0,2.5,2.0,0.5,6.0,0.0,0.0,23.5
d6fb9238becd,ירדן דנן,הפועל לב ירושלים פארק בית הכרם,7735,11,2,0,15.0,2.5,1.0,4.0,25.0,0.5,1.0,50.0,0.5,3.0,16.7,0.0,0.0,0.0,1.5,0.5,2.0,1.5,0.5,1.0,0.0,0.5,0.5,0.0,3.5
d838bf67fddf,אליס חתוקאי,מכבי עירוני רמת גן,210,11,2,0,24.5,18.5,6.5,10.5,61.9,4.0,6.5,61.5,2.5,4.0,62.5,3.0,4.0,75.0,3.0,1.0,4.0,2.5,2.0,1.5,2.5,3.5,0.0,1.5,20.0
daf51fa7f44f,שירה שני,מכבי עירוני רמת גן,210,11,2,0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
e56974416b40,איילה אורן,אליצור חולון,907,11,2,1,17.5,1.5,0.5,5.5,9.1,0.0,3.5,0.0,0.5,2.0,25.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,0.5,1.5,2.5,1.0,0.0,0.5,1.5
ea1b425ba0e2,גילי אייזנר,מכבי עירוני רמת גן,210,11,2,2,31.0,2.5,1.0,4.5,22.2,0.5,2.0,25.0,0.5,2.5,20.0,0.0,0.0,0.0,2.5,1.0,3.5,6.5,3.0,3.0,3.0,0.0,0.0,0.0,6.0
ea3bb90cec60,מיקה ינאי,מכבי חיפה הפניקס,864,11,2,0,10.0,2.5,1.0,1.0,100.0,0.5,0.5,100.0,0.5,0.5,100.0,0.0,0.0,0.0,1.5,0.5,2.0,0.0,0.0,1.5,1.0,0.0,0.0,0.0,2.0
eed57c68627f,נטע מישר,הפועל לב ירושלים פארק בית הכרם,7735,11,2,0,16.0,1.5,0.5,2.5,20.0,0.0,1.0,0.0,0.5,1.5,33.3,0.0,0.0,0.0,0.5,1.0,1.5,1.0,0.5,2.5,2.0,0.5,0.0,0.5,-2.0
f6b1a0c6475b,אריאנה חביבה פיליפס,בנות פתח תקווה,181,11,1,0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,-4.0
f96d83e0b715,אופיר לביא,מכבי כרמיאל,1219,11,1,1,35.0,16.0,6.0,14.0,42.9,2.0,5.0,40.0,4.0,9.0,44.4,0.0,0.0,0.0,4.0,0.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,14.0
f9f977309275,יהל יובנוביץ,הפועל באר שבע/דימונה,10197,11,1,1,19.0,3.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,1.0,0.0,1.0,4.0,25.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0
ff32e938f722,אניה פוקס-רובטין,הפועל לב ירושלים פארק בית הכרם,7735,11,2,1,30.5,10.0,2.0,4.0,50.0,1.5,3.5,42.9,0.5,0.5,100.0,5.5,5.5,100.0,3.5,2.5,6.0,2.5,2.0,0.0,4.0,4.5,0.0,0.5,18.5
