game_id,round,date,hour,arena,home_team_id,away_team_id,home_team_name,away_team_name,match,completed,home_score,away_score,winner,loser,close_game,overtimes
26562,מחזור 25,26/04/2026,00:00,,145.0,1405.0,מכבי רעננה,הפועל גליל עליון,מכבי רעננה vs הפועל גליל עליון,False,,,,,False,0
26563,מחזור 25,26/04/2026,00:00,,81.0,,מכבי ראשון לציון,הפועל גילת טלקום העמק,מכבי ראשון לציון vs הפועל גילת טלקום העמק,False,,,,,False,0
26561,מחזור 25,26/04/2026,00:00,,1535.0,120.0,בני הרצליה,עירוני קריית אתא,בני הרצליה vs עירוני קריית אתא,False,,,,,False,0
26557,מחזור 25,26/04/2026,00:00,,10.0,1305.0,הפועל חולון,עירוני נס ציונה,הפועל חולון vs עירוני נס ציונה,False,,,,,False,0
26560,מחזור 25,26/04/2026,00:00,,2556.0,12.0,הפועל תל אביב,מכבי רמת גן,הפועל תל אביב vs מכבי רמת גן,False,,,,,False,0
26559,מחזור 25,26/04/2026,00:00,,17.0,3361.0,מכבי תל אביב,הפועל באר שבע/דימונה,מכבי תל אביב vs הפועל באר שבע/דימונה,False,,,,,False,0
26566,מחזור 26,30/04/2026,00:00,,81.0,145.0,מכבי ראשון לציון,מכבי רעננה,מכבי ראשון לציון vs מכבי רעננה,False,,,,,False,0
26565,מחזור 26,30/04/2026,00:00,,,38.0,הפועל גילת טלקום העמק,הפועל ירושלים,הפועל גילת טלקום העמק vs הפועל ירושלים,False,,,,,False,0
26569,מחזור 26,30/04/2026,00:00,,3361.0,788.0,הפועל באר שבע/דימונה,אליצור נתניה,הפועל באר שבע/דימונה vs אליצור נתניה,False,,,,,False,0
26567,מחזור 26,30/04/2026,00:00,,1405.0,10.0,הפועל גליל עליון,הפועל חולון,הפועל גליל עליון vs הפועל חולון,False,,,,,False,0
26564,מחזור 26,30/04/2026,00:00,,1305.0,12.0,עירוני נס ציונה,מכבי רמת גן,עירוני נס ציונה vs מכבי רמת גן,False,,,,,False,0
26570,מחזור 26,30/04/2026,00:00,,120.0,2556.0,עירוני קריית אתא,הפועל תל אביב,עירוני קריית אתא vs הפועל תל אביב,False,,,,,False,0
26568,מחזור 26,30/04/2026,00:00,,17.0,1535.0,מכבי תל אביב,בני הרצליה,מכבי תל אביב vs בני הרצליה,False,,,,,False,0
26390,מחזור 1,12/10/2025,13:00,"זיסמן, רמת גן",12.0,81.0,מכבי רמת גן,מכבי ראשון לציון,מכבי רמת גן vs מכבי ראשון לציון,True,84.0,67.0,מכבי רמת גן,מכבי ראשון לציון,False,0
26393,מחזור 1,12/10/2025,16:00,"פיס ארנה, ירושלים",38.0,1305.0,הפועל ירושלים,עירוני נס ציונה,הפועל ירושלים vs עירוני נס ציונה,True,79.0,65.0,הפועל ירושלים,עירוני נס ציונה,False,0
26394,מחזור 1,12/10/2025,16:30,כפר בלום,1405.0,,הפועל גליל עליון,הפועל גילת טלקום העמק,הפועל גליל עליון vs הפועל גילת טלקום העמק,True,75.0,65.0,הפועל גליל עליון,הפועל גילת טלקום העמק,False,0
26392,מחזור 1,12/10/2025,18:40,"הקונכיה, באר שבע",3361.0,17.0,הפועל באר שבע/דימונה,מכבי תל אביב,הפועל באר שבע/דימונה vs מכבי תל אביב,True,92.0,104.0,מכבי תל אביב,הפועל באר שבע/דימונה,False,0
26391,מחזור 1,12/10/2025,20:50,"היכל מנורה מבטחים, ת""א",2556.0,120.0,הפועל תל אביב,עירוני קריית אתא,הפועל תל אביב vs עירוני קריית אתא,True,97.0,82.0,הפועל תל אביב,עירוני קריית אתא,False,0
26395,מחזור 1,13/10/2025,13:45,"מטרווסט, רעננה",145.0,788.0,מכבי רעננה,אליצור נתניה,מכבי רעננה vs אליצור נתניה,True,79.0,69.0,מכבי רעננה,אליצור נתניה,False,0
