league_id,gameid,League,Code,Week Day,Date,Round,Time,Home Team,Home Team Code,Away Team,Away Team Code,Venue,Home Score,Away Score
11,11_741367,ליגת על נשים,741367,יום שני,01/12/2025,8,19:00,מכבי אשדוד,194,אליצור חולון,907,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
11,11_741366,ליגת על נשים,741366,יום שני,01/12/2025,8,19:00,מכבי רמת גן,210,מכבי חיפה,864,"אולם זיסמן, דרך הטייסים 85, רמת גן",,
11,11_741364,ליגת על נשים,741364,יום שני,01/12/2025,8,19:00,מכבי כרמיאל,1219,הפועל ראשון לציון,520,"היכל הורוביץ, רח' מורד הגיא 5, כרמיאל",,
11,11_741365,ליגת על נשים,741365,יום שני,01/12/2025,8,19:00,אליצור נוה דוד רמלה,2100,הפועל לב ירושלים,7735,"רח' יאיר שטרן 29, קרית מנחם, רמלה",,
11,11_741363,ליגת על נשים,741363,יום שני,01/12/2025,8,19:00,הפועל באר שבע/דימונה,10197,בנות פתח תקווה,181,"רח' האצ""ל 4, באר שבע",,
11,11_741371,ליגת על נשים,741371,יום שני,08/12/2025,9,19:00,בנות פתח תקווה,181,מכבי כרמיאל,1219,"ביה""ס יצחק שמיר, רח' אחים בכר 3, פתח תקווה",,
11,11_741370,ליגת על נשים,741370,יום שני,08/12/2025,9,19:00,הפועל ראשון לציון,520,אליצור נוה דוד רמלה,2100,"היכל הספורט גן נחום, ראשון לציון",,
11,11_741368,ליגת על נשים,741368,יום שני,08/12/2025,9,19:00,מכבי חיפה,864,מכבי אשדוד,194,"רח' ביכורים 19, חיפה (עליון)",,
11,11_741372,ליגת על נשים,741372,יום שני,08/12/2025,9,19:00,אליצור חולון,907,הפועל באר שבע/דימונה,10197,"טוטו ארנה, שדרות ירושלים 220, חולון",,
11,11_741369,ליגת על נשים,741369,יום שני,08/12/2025,9,19:00,הפועל לב ירושלים,7735,מכבי רמת גן,210,"היכל הספורט מלחה, רח' שטרן 3, ירושלים",,
11,11_741375,ליגת על נשים,741375,יום חמישי,11/12/2025,10,19:00,בנות פתח תקווה,181,אליצור נוה דוד רמלה,2100,"ביה""ס יצחק שמיר, רח' אחים בכר 3, פתח תקווה",,
11,11_741373,ליגת על נשים,741373,יום חמישי,11/12/2025,10,19:00,מכבי אשדוד,194,הפועל באר שבע/דימונה,10197,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
11,11_741376,ליגת על נשים,741376,יום חמישי,11/12/2025,10,19:00,הפועל ראשון לציון,520,מכבי רמת גן,210,"היכל הספורט גן נחום, ראשון לציון",,
11,11_741374,ליגת על נשים,741374,יום חמישי,11/12/2025,10,19:00,אליצור חולון,907,מכבי כרמיאל,1219,"טוטו ארנה, שדרות ירושלים 220, חולון",,
11,11_741377,ליגת על נשים,741377,יום חמישי,11/12/2025,10,19:00,הפועל לב ירושלים,7735,מכבי חיפה,864,"היכל הספורט מלחה, רח' שטרן 3, ירושלים",,
11,11_741380,ליגת על נשים,741380,יום שני,15/12/2025,11,19:00,מכבי רמת גן,210,בנות פתח תקווה,181,"אולם זיסמן, דרך הטייסים 85, רמת גן",,
11,11_741379,ליגת על נשים,741379,יום שני,15/12/2025,11,19:00,מכבי חיפה,864,הפועל ראשון לציון,520,"רח' ביכורים 19, חיפה (עליון)",,
11,11_741378,ליגת על נשים,741378,יום שני,15/12/2025,11,19:00,מכבי כרמיאל,1219,הפועל באר שבע/דימונה,10197,"היכל הורוביץ, רח' מורד הגיא 5, כרמיאל",,
11,11_741381,ליגת על נשים,741381,יום שני,15/12/2025,11,19:00,אליצור נוה דוד רמלה,2100,אליצור חולון,907,"רח' יאיר שטרן 29, קרית מנחם, רמלה",,
11,11_741382,ליגת על נשים,741382,יום שני,15/12/2025,11,19:00,הפועל לב ירושלים,7735,מכבי אשדוד,194,"היכל הספורט מלחה, רח' שטרן 3, ירושלים",,
11,11_741386,ליגת על נשים,741386,יום שני,22/12/2025,12,19:00,בנות פתח תקווה,181,מכבי חיפה,864,"ביה""ס יצחק שמיר, רח' אחים בכר 3, פתח תקווה",,
11,11_741383,ליגת על נשים,741383,יום שני,22/12/2025,12,19:00,מכבי אשדוד,194,מכבי כרמיאל,1219,"מקיף ז', רובע סיטי, רח' העצמאות 62, אשדוד",,
11,11_741385,ליגת על נשים,741385,יום שני,22/12/2025,12,19:00,מכבי רמת גן,210,אליצור חולון,907,"אולם זיסמן, דרך הטייסים 85, רמת גן",,
11,11_741387,ליגת על נשים,741387,יום שני,22/12/2025,12,19:00,הפועל ראשון לציון,520,הפועל לב ירושלים,7735,"היכל הספורט גן נחום, ראשון לציון",,
11,11_741384,ליגת על נשים,741384,יום שני,22/12/2025,12,19:00,הפועל באר שבע/דימונה,10197,אליצור נוה דוד רמלה,2100,"רח' האצ""ל 4, באר שבע",,
